site_code,Long,Lat,year,block,plot,trt,Family,Taxon,num_leaves,leaf_pct_N,leaf_pct_C,leaf_C13_delta_PDB,leaf_area_mm2,leaf_dry_mass_g,leaf_ppm_P,leaf_ppm_B,leaf_ppm_Na,leaf_ppm_Ca,leaf_ppm_Fe,leaf_ppm_K,leaf_ppm_Mg,leaf_ppm_Mn,leaf_ppm_Cu,leaf_ppm_Zn,leaf_ppm_Sr,leaf_ppm_Pb,leaf_ppm_Mo,SLA_v2,Ntrt,Ptrt,Ktrt,Nfix,first_nutrient_year,site_name,continent,country,region,habitat,lifespan,lifeform,photosynthetic_pathway,max_cover,live_mass,precip.mean,tmp,par2_gs,aridity
bogong.au,147.254,-36.874,2011,2,14,NP,Polygonaceae,RUMEX ACETOSELLA,5,2.574682839,52.86918965,-30.69479028,212.603,0.016,5026.78452,40.3284732,106.0340664,9738.4698,113.1185124,26844.76344,3599.32152,2207.386488,6.88142904,86.6628648,24.10403448,0.160510284,0.237276072,13287.6875,1,1,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,690.1,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,2,16,NPK+Fence,Polygonaceae,RUMEX ACETOSELLA,5,2.834804703,44.33190532,-28.92188391,378.599,0.0324,4590.5786,35.443434,163.762408,7308.1302,141.64074,37926.026,2894.8796,6104.5164,19.2046224,328.72178,8.8021186,0.2826165,1.5693528,11685.15432,1,1,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,949.45,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,2,17,Fence,Polygonaceae,RUMEX ACETOSELLA,5,3.213055952,47.14277861,-29.76243304,188.819,0.0113,3450.8676,43.088702,114.1426316,15779.70496,178.577684,25202.6478,6771.62052,2766.728384,7.20533612,128.1535312,44.597278,0.314538096,0.581933192,16709.64602,0,0,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,833.85,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,2,18,NK,Polygonaceae,RUMEX ACETOSELLA,5,2.782095439,47.73112659,-29.86171412,418.37,0.0367,2264.549564,29.497758,72.2074568,4332.06556,160.758008,26756.08936,2621.577444,1374.270952,11.4458938,75.0140396,13.47350668,0.265193436,1.38038052,11399.72752,1,0,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,1,1202.2,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,2,19,N,Polygonaceae,RUMEX ACETOSELLA,5,3.342068481,47.0801789,-29.39870121,371.821,0.0396,2228.20224,33.464464,169.20552,8977.2144,129.903136,25856.336,5197.632,3770.1664,6.9151104,91.24104,25.969328,0.1610136,0.4924568,9389.419192,1,0,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,1,743.95,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,2,20,K,Polygonaceae,RUMEX ACETOSELLA,5,1.878806766,46.18784452,-30.04509333,302.258,0.0338,2976.35472,29.652696,75.3049152,4855.28256,125.0216784,41587.6752,1949.503104,1099.2744,11.29573728,126.5181696,6.327756,0.19583712,0.90713232,8942.544379,0,0,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,410.15,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,21,Control,Polygonaceae,RUMEX ACETOSELLA,5,2.480695147,49.35755713,-30.07823467,149.775,0.0135,2142.63078,26.2041622,122.90142,3995.5301,109.525402,15486.0725,3208.27,1294.90713,4.3829904,102.565924,11.3967622,0.26431209,0.44718348,11094.44444,0,0,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,744.1,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,22,N,Polygonaceae,RUMEX ACETOSELLA,5,2.464478365,48.13883866,-29.78256987,306.149,0.0281,2213.623776,27.9013644,250.0532216,10245.90476,175.996184,25163.21808,3383.20892,1749.948928,5.52058052,76.2906872,28.1516872,0.279591312,0.311555608,10894.98221,1,0,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,1,437.9,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,23,NPK,Polygonaceae,RUMEX ACETOSELLA,5,2.999651957,45.54845093,-30.26373815,434.97,0.0344,4215.92288,40.4101856,274.19896,12031.95968,151.9299088,30914.33856,3267.431328,6138.04848,9.8474776,234.6815152,23.78698752,0.29788392,1.03211768,12644.47674,1,1,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,844.75,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,24,K,Polygonaceae,RUMEX ACETOSELLA,5,2.992924679,46.61131316,-30.4313275,260.021,0.0199,3504.401424,38.8922184,252.9485748,5179.41432,238.461876,33446.18916,3570.029712,2503.383588,12.44327256,101.8357128,10.77086988,0.25729272,0.4614489,13066.38191,0,0,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,897.85,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,25,NP,Polygonaceae,RUMEX ACETOSELLA,5,2.546708672,48.25240215,-30.0405425,197.3,0.0181,3025.593408,30.784776,102.9504672,5006.62752,145.4894304,26285.75952,2848.026048,2528.983824,7.58907456,46.6500336,8.4151488,0.1640568,0.39759648,10900.55249,1,1,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,844,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,26,Fence,Polygonaceae,RUMEX ACETOSELLA,5,3.28388637,44.56040714,-30.11454999,157.529,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13580.08621,0,0,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,853.8,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,27,P,Polygonaceae,RUMEX ACETOSELLA,5,2.071618654,48.13176596,-30.14888255,89.598,0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10298.62069,0,1,0,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,614.75,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,28,NPK+Fence,Polygonaceae,RUMEX ACETOSELLA,5,2.24343524,48.35182182,-30.94160508,404.272,0.0364,4140.091648,25.819968,71.947776,3690.22464,69.240064,35703.1168,1607.22048,1372.036352,5.16205952,75.6612096,8.89096576,0.228801664,0.57635584,11106.37363,1,1,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,983.2,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,29,PK,Polygonaceae,RUMEX ACETOSELLA,5,2.399412833,47.03568864,-29.06940467,348.85,0.0267,3669.560576,43.1037904,140.9574848,5732.74768,102.7830672,32153.8096,2999.01536,1296.31216,4.79390912,69.1241056,17.9113088,0.125680192,0.70554,13065.54307,0,1,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,575.55,1080.1,10.49583333,1175.812747,1.5877
bogong.au,147.254,-36.874,2011,3,30,NK,Polygonaceae,RUMEX ACETOSELLA,5,2.709821019,48.21343831,-29.87942113,367.224,0.0316,2569.560048,40.4796348,209.9772576,3804.96996,104.718636,31741.51068,2193.112944,1297.701108,9.10454292,76.1186844,5.04693684,0.128439432,0.340190928,11621.01266,1,0,1,no,2010,Bogong,Australia,AU,Australia,alpine grassland,PERENNIAL,HERB,NULL,0.01,1303.55,1080.1,10.49583333,1175.812747,1.5877
burrawan.au,151.139517,-27.734896,2011,1,1,Control,Asteraceae,EPALTES AUSTRALIS,15,3.760129152,42.04948672,-30.44526072,1342.8056,0.01316,3337.781527,65.294495,25569.87217,17921.74076,111.9823419,16437.77496,5125.389555,159.811701,13.93786335,62.55486583,142.6890188,0.348161206,0.21917,15297.40505,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,2,501.05,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,2,NK,Asteraceae,EPALTES AUSTRALIS,15,3.173354872,41.36566131,-30.58715292,2343.7508,0.02168,1508.497581,34.81148263,81226.7928,6498.143424,81.2267928,11371.75099,1972.650682,162.4535856,8.818908933,58.01913771,71.94373077,0.139245931,0.067302,11136.29927,1,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,3,617.85,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,3,NPK,Asteraceae,EPALTES AUSTRALIS,15,3.346543515,41.88858162,-30.80889827,2110.8236,0.018,6073.254098,91.21340117,26768.15391,18448.94169,168.1030898,8558.70469,6148.8833,406.7934349,17.64681379,115.0480588,181.0517259,0.299079117,0.183802,12112.65367,1,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,5,213.65,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,4,N,Asteraceae,EPALTES AUSTRALIS,15,2.754008268,43.93545603,-30.91147504,1864.28,0.01284,1671.542909,69.59299564,30481.07658,14869.08431,86.41767591,15513.66622,6871.898628,168.2468026,9.395600667,61.61766019,142.0265217,0.231612482,0.24363,15730.57132,1,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,3,597.75,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,6,NP,Asteraceae,EPALTES AUSTRALIS,15,3.832599582,43.37691812,-29.2815351,1418.7784,0.01496,2688.987716,102.6905597,28107.1144,22020.92821,135.0026755,6661.607428,6672.673222,227.9553373,15.60276823,28.54974612,206.9303304,0.177052689,0.156028,9531.280657,1,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,6,247,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,7,Fence,Asteraceae,EPALTES AUSTRALIS,15,3.245405143,45.05865893,-30.28531196,1924.0984,0.0199,1530,67.12,17190,19100,127,6430,4330,174,11.82,95.8,206,0.107,0.0463,11028.88209,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,NA,263.4,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,8,P,Asteraceae,EPALTES AUSTRALIS,15,3.527049612,44.83093221,-29.54977295,2106.84,0.02258,5878.075439,101.0729183,26231.8485,18415.82833,142.4014633,11028.08325,5663.9379,375.8113805,19.27237849,128.4825233,211.9961634,0.117775646,1.254846,9495.16877,0,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,6,208.6,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,9,PK,Asteraceae,EPALTES AUSTRALIS,15,2.931689128,42.10279673,-30.3023985,2119.4,0.0398,3890,68.2,19300,15700,215,10620,5830,283,8.53,45.3,120.1,0.145,0.0805,10612.60916,0,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,4,319.25,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,10,K,Asteraceae,EPALTES AUSTRALIS,15,3.087488621,42.58507313,-30.17089746,1856.08,0.01978,1961.250595,121.7327955,33025.65657,22430.39473,185.9806599,9411.748544,7089.808185,383.2328749,11.04612404,91.97588997,211.9052367,0.078900886,0.121733,9554.967406,0,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,2,217.1,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,11,NP,Asteraceae,EPALTES AUSTRALIS,15,3.111799559,37.42429503,-30.76507806,1899.62,0.01116,6156.477127,94.78409577,52714.8354,16802.05216,255.6220607,13133.81787,12466.86618,370.671227,18.36682343,142.3685336,179.5639162,0.695168876,0.32578,19181.99527,1,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,5,296,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,13,K,Asteraceae,EPALTES AUSTRALIS,15,3.068333095,40.33583033,-30.0364629,1839.28,0.0126,3236.810789,74.25624752,25942.08647,17493.05831,90.44030147,23205.07735,4105.513685,85.20428401,15.11305038,111.8603729,195.1606505,0.082110274,0.321301,15550.64283,0,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,2,287.6,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,15,P,Asteraceae,EPALTES AUSTRALIS,15,1.951507886,40.1693804,-28.94404674,2306.46,0.02632,2366.003635,112.3254251,34773.08372,25810.94874,84.84154447,4887.350942,9559.610645,211.5063855,13.44320247,72.89203117,228.2357041,0.102765814,0.136224,9731.213893,0,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,6,148.35,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,16,NPK,Asteraceae,EPALTES AUSTRALIS,15,3.13049957,40.16716119,-31.28603096,1753.12,0.0093,3348.51,102.94,41078.33,16431.33,271.37,15672.01,9510.26,588.79,18.67,121.99,196.68,0.17,NA,20827.29979,1,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,1,618.95,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,17,N,Asteraceae,EPALTES AUSTRALIS,15,3.597191208,40.08997044,-30.31159541,2239.78,0.01816,2921.42679,81.8957346,25742.08032,16570.71589,149.6632577,9219.256672,5878.772761,347.2187578,14.75081068,41.0675979,148.7054128,0.120927912,0.610626,12368.35966,1,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,1,546.25,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,18,NK,Asteraceae,EPALTES AUSTRALIS,15,3.436356246,38.26685712,-30.51034164,2071.6,0.01716,3311.469412,97.5880001,49044.86895,13546.92032,288.4992291,16068.15272,6497.504377,439.020566,17.81169154,184.3886377,174.3538819,0.153030026,0.091567,13280.76183,1,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,4,419.2,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,19,PK,Asteraceae,EPALTES AUSTRALIS,15,3.128032969,39.63520408,-30.1331169,2099.76,0.01428,3543.534755,145.9316261,28193.26353,25432.06762,134.184433,10487.70026,7520.62571,210.1173206,19.74012867,57.64601993,204.6675918,0.094461965,0.20709,16761.55514,0,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,3,481.6,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,20,Control,Asteraceae,EPALTES AUSTRALIS,15,2.71070308,39.66405273,-30.51654446,1880.94,0.0147,2474.788221,127.0673659,38241.2263,18757.56353,140.3791852,9995.966115,5724.082291,187.5756353,14.94554256,106.2525212,168.0919726,0.135538524,0.171843,12985.42606,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,3,232.3,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,21,N,Asteraceae,EPALTES AUSTRALIS,15,2.535913767,46.72149989,-30.19724431,2086.66,0.02238,1602.688274,116.0921634,19828.13056,27019.68051,83.21650652,4397.11911,6102.543811,157.1867345,5.650503529,160.2688274,436.6298181,0.125338442,0.066779,9580.406819,1,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,1,190.05,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,22,NK,Asteraceae,EPALTES AUSTRALIS,15,3.135272638,42.4863069,-31.06649136,2943.52,0.01924,2824.43942,56.3,25419.95478,27114.61843,103.9393706,24855.06689,6066.895873,73.09649218,7.569497645,93.77138873,316.337215,0.093771389,0.179634,15159.75431,1,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,1,189.25,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,23,P,Asteraceae,EPALTES AUSTRALIS,15,4.080578909,46.8920086,-28.90209526,1814.14,0.01746,6725.239745,94.27619186,17811.13722,22519.82868,113.622772,8107.138323,6080.353742,68.5831146,10.91188062,101.339229,158.6624293,0.071654,0.325514,11353.88936,0,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,1,208.15,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,24,Control,Asteraceae,EPALTES AUSTRALIS,15,2.999481866,45.25518959,-30.2981632,2310.36,0.02178,2820.273236,121.3,21000.90639,24819.253,151.6732128,7541.234566,5600.241703,210.0090639,14.22334114,120.9143095,318.1955513,0.070003021,0.128445,10888.23971,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,1,125.15,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,25,NP,Asteraceae,EPALTES AUSTRALIS,15,3.087739782,42.94031542,-29.9037797,1811.76,0.0157,8512.855,79.71811,2571.0325,20482.38,336.4349,4480.3596,7997.575,193.76675,20.658434,164.58902,205.33908,0.1936594,0.713233,11987.92088,1,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,4,180.05,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,26,PK,Asteraceae,EPALTES AUSTRALIS,15,3.796808077,44.67924067,-29.8914771,1626.26,0.02948,2439.790792,133,16759.46119,24172.29979,153.6283942,4533.649116,5414.595153,82.72298151,12.42993372,49.41892402,217.0135359,0.078425684,0.074128,6930.262755,0,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,3,626.85,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,28,NPK,Asteraceae,EPALTES AUSTRALIS,15,2.447156337,44.3625321,-30.18626104,2239.66,0.02214,10495.34321,124.5,22959.91576,28131.84777,135.2492681,6026.707389,5821.128501,155.8071569,9.31596959,200.1689169,247.7766592,0.056480094,0.180693,10401.25199,1,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,2,228.8,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,3,29,K,Asteraceae,EPALTES AUSTRALIS,15,2.673132613,42.67140553,-29.49598125,1484.02,0.01946,3014.66517,140,19235.36358,29584.21417,107.9880061,7109.2104,4939.326403,232.8491381,13.13854074,182.2297603,298.0918918,0.113612381,0.088865,7775.178615,0,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,2,400.85,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,7,Fence,Asteraceae,PYCNOSORUS CHRYSANTHES,15,2.302012774,47.0434989,-30.5260916,2708.4806,0.03334,1311.08841,58.192191,812.197395,8288.9766,121.606155,12696.9057,1848.7899,413.5314915,21.31283115,97.4025315,81.196218,0.336122235,0.135178,8102.678047,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,ANNUAL,HERB,NULL,22,263.4,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,1,Control,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.464930138,44.7719968,-12.18159802,1648.319,0.0324,800,14.5,4140,2120,160,22200,1910,288,10.7,26.6,24.2,0.145,0.209,5154.571504,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,15,501.05,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,2,NK,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.646501332,41.74144653,-12.17509634,2125.6586,0.04354,1172.934914,12.87928533,1149.93619,2391.867276,69.45614589,17249.04285,827.9540569,206.9885142,7.359591617,35.6480219,22.42375571,0.125343045,0.048297,5419.873798,1,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,15,617.85,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,3,NPK,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.855189785,45.64680951,-12.33193929,2667.1386,0.05866,2004,15.07,4480,2320,52.8,21220,1590,275,5.02,23,16.2,0.061,0.0547,5211.213404,1,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,60,213.65,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,4,N,Cyperaceae,FIMBRISTYLIS DICHOTOMA,14,2.014791015,45.16024696,-12.01289294,1857.3476,0.02724,895,17.95,2740,3110,160,34300,2300,530,4.6,38.6,26.2,0.1,0.087,7333.063588,1,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,30,597.75,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,6,NP,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.929373808,45.09800153,-12.38501126,3592.9626,0.0611,2597.010866,12.56995833,7769.745623,2873.741532,59.60352807,12240.01023,2739.633594,606.6787679,3.92744676,30.86611275,19.05184201,0.056729787,0.323562,5783.778328,1,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,40,247,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,7,Fence,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.473721581,44.02307139,-12.19172333,2177.6762,0.03894,730.5272244,14.61054449,5015.560048,2006.224019,53.31758399,22679.05413,1548.28158,157.0088363,2.747654635,32.05597074,22.24291847,0.048629126,0.54517,5615.571307,0,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,6,263.4,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,8,P,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.496521158,44.8158218,-12.28262362,2155.96,0.10098,2463.405926,19.27882899,4926.811853,3405.926455,67.47590146,25812.20993,1563.72724,343.8057836,5.06604784,35.34451981,23.88432703,0.077115316,0.830061,5613.851255,0,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,25,208.6,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,9,PK,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.037370561,42.58057026,-12.2681018,2537.22,0.0475,3595.96545,10.43021595,184.6099255,2972.1538,77.412258,23968.8449,964.246745,603.585675,3.2872532,33.5325375,18.5014445,0.076070957,0.203324,5340.572606,0,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,25,319.25,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,1,10,K,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.135367369,45.79826297,-12.05238515,1506.6,0.02676,836.27148,12.9585441,314.357472,1643.00325,113.029464,25372.092,877.48968,231.2799,5.7568086,23.35698,12.5807106,0.07419276,0.220517,5680.616862,0,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,12,217.1,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,11,NP,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.796624811,42.24460141,-12.41211889,2864.66,0.05364,4260.9,16.19,6994.98,4367.42,125.58,23588.81,2710.41,519.59,5.97,93.5,34.21,0.13,NA,5425.11238,1,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,30,296,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,13,K,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.105446005,39.64721415,-12.28013229,2306.4,0.02954,847.4790022,11.59835549,629.5558302,1924.988019,55.93361414,10484.52594,835.3721593,78.69447878,3.995258153,21.06590663,22.6397962,0.102908165,0.138018,8231.8464,0,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,30,287.6,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,15,P,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.253737664,43.68953213,-12.1590284,2786.72,0.03572,3427.786679,15.93041886,4054.016938,3955.138476,74.70817121,24840.46693,1702.906844,457.0382238,5.822842756,29.11421378,26.14785992,0.063282216,1.153582,8725.712443,0,1,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,20,148.35,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,16,NPK,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.292745795,40.91964773,-11.60749922,2913.52,0.03358,2487.97654,16.42228739,6756.59824,2791.788856,246.3343109,26240.46921,1278.592375,391.7888563,6.897360704,80.93841642,25.68914956,0.090557185,0.146628,8602.573087,1,1,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,12,618.95,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,17,N,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.392340235,38.80329117,-12.05808163,2993,0.05134,933.7499884,15.76451718,5555.337886,9632.711619,75.78247867,31386.38147,1446.872871,154.615776,10.62778238,83.49806768,21.78,0.111133514,0.114076,5832.395185,1,0,0,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,12,546.25,632.3195123,19.00669643,977.7897213,0.3434
burrawan.au,151.139517,-27.734896,2011,2,18,NK,Cyperaceae,FIMBRISTYLIS DICHOTOMA,15,1.122690318,35.04903726,-12.05482732,2566.42,0.05174,1202.430882,16.67653856,5751.947274,2985.534537,236.9254472,41496.19105,1629.718394,528.6313447,3.752460841,105.4523667,24.24034923,0.143798682,0.086142,5245.354946,1,0,1,no,2009,Burrawan,Australia,AU,Australia,semiarid grassland,PERENNIAL,HERB,NULL,20,419.2,632.3195123,19.00669643,977.7897213,0.3434
