"","site_code","Long","Lat","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_C13_delta_PDB","leaf_area_mm2","leaf_dry_mass_g","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","SLA_v2","Ntrt","Ptrt","Ktrt","Nfix","first_nutrient_year","site_name","continent","country","region","habitat","lifespan","lifeform","photosynthetic_pathway","max_cover","live_mass","precip.mean","tmp","par2_gs","aridity","Ntrt_fac","Ptrt_fac","Ktrt_fac","block_fac","trt_fac","sla_m2_g","lma","narea","nmass","spp_live_mass","delta","chi","fence","loglma","lognarea","lognmass","log_spp_live_mass"
"2433","summ.za",30.71573,-29.81161,2012,2,17,"NP","Poaceae","THEMEDA TRIANDRA",5,1.632965933,49.34165871,-13.604,5.348,0.0334,572.8374,11.750321,38.46053,2042.9227,96.33635,10077.695,1011.2233,250.1538,3.811515,41.54428,14.940152,0.3261374,0.3707901,1601.197605,1,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",16,460.875,927.4463416,19.4514881,803.3318762,0.6197,"1","1","0","2","NP",0.001601197605,624.532535445555,10.1984035443271,1.632965933,73.74,5.68128824528891,0.674362234362584,"no",6.43700342660016,2.32223119277838,0.490397952166313,4.300545392806
"2434","summ.za",30.71573,-29.81161,2012,2,18,"Control","Poaceae","THEMEDA TRIANDRA",5,1.489271942,47.88599688,-13.368,8.234,0.0492,1104.662667,15.214653,14.290376,5287.056,95.181375,6127.5255,1298.2979,210.47655,5.833002,28.326935,44.39403,0.306496,0.20185635,1673.577236,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",3,257.475,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","2","Control",0.001673577236,597.522467735095,8.89873445912478,1.489271942,7.72425,5.4407317013841,0.547753527044265,"no",6.39279188600262,2.18590907102338,0.398287371008855,2.04436473069188
"2435","summ.za",30.71573,-29.81161,2012,2,19,"NPK","Poaceae","THEMEDA TRIANDRA",5,1.800206433,49.25876639,-13.389,9.733,0.0541,2208.0795,14.191806,4.48266,4251.138,83.4957,9386.493,797.7657,384.228,4.275768,46.03347,32.031315,0.3017175,0.1172388,1799.075786,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",40,428.725,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","2","NPK",0.001799075786,555.840953328244,10.0062845990636,1.800206433,171.49,5.46213249193451,0.559017101018164,"no",6.32048219816397,2.30321335550218,0.587901343326297,5.14452495586806
"2436","summ.za",30.71573,-29.81161,2012,2,20,"P","Poaceae","THEMEDA TRIANDRA",5,1.489270143,50.38545067,-13.688,8.019,0.0439,1227.0295,17.2963675,1.394695,5679.48,104.853875,8368.17,470.52075,486.8845,4.697655,51.91085,41.664625,0.3851171,0.057222775,1826.651481,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",40,533.475,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","2","P",0.001826651481,547.449806600518,8.15300651761276,1.489270143,213.39,5.76693784522545,0.719440971171288,"no",6.30527078004605,2.09838675709328,0.398286163035324,5.36312147741353
"2437","summ.za",30.71573,-29.81161,2012,3,22,"NPK","Poaceae","THEMEDA TRIANDRA",5,1.492965369,49.06810274,-13.328,8.638,0.0529,1326.3621,14.8265005,5.991447,5890.8535,114.13682,7286.895,791.9898,495.1163,4.799046,98.164535,43.112902,0.36336335,0.07978782,1632.89225,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",4,408.225,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","3","NPK",0.00163289225,612.410279980201,9.14307339630034,1.492965369,16.329,5.39997081096859,0.526300426825573,"no",6.41740245002442,2.21299658674499,0.400764322708661,2.79294266812017
"2438","summ.za",30.71573,-29.81161,2012,3,23,"NK","Poaceae","THEMEDA TRIANDRA",5,1.602517418,49.10439138,-13.491,8.391,0.0449,813.587,14.22918,3.17186,3527.835,93.6337,10087.595,983.7185,300.2465,4.23733,35.9412,29.67604,0.2393625,0.08162875,1868.819599,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",40,449.575,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","3","NK",0.001868819599,535.097127906352,8.57502467791703,1.602517418,179.83,5.56609214918465,0.613732710097184,"no",6.28244827790676,2.14885387093906,0.471575779020389,5.19201196017711
"2439","summ.za",30.71573,-29.81161,2012,3,24,"NP","Poaceae","THEMEDA TRIANDRA",5,1.671465872,46.75640537,-13.812,8.417,0.0463,1711.6498,11.177978,28.247716,6244.798,96.62954,3754.828,1536.7674,176.79956,5.029038,34.22832,52.04388,0.2997316,0.10167962,1817.926566,1,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",35,588.475,927.4463416,19.4514881,803.3318762,0.6197,"1","1","0","3","NP",0.001817926566,550.077224626465,9.19435307927614,1.671465872,205.96625,5.89339963576924,0.785999808299602,"no",6.31005867678193,2.21858949987442,0.513701009080582,5.32771232041571
"2440","summ.za",30.71573,-29.81161,2012,3,25,"P","Poaceae","THEMEDA TRIANDRA",5,1.570248967,48.96884815,-13.748,10.548,0.0603,1593.9735,14.6591695,8.143711,7056.577,119.560255,4799.06,1284.72795,174.08835,5.0022855,49.288305,59.64546,0.4373021,0.004551762,1749.253731,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",6,359.775,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","3","P",0.001749253731,571.672355060994,8.97667924996983,1.570248967,21.5865,5.82812506337123,0.751644770195383,"no",6.34856602142644,2.19463001993345,0.451234184495108,3.0720681192962
"2441","summ.za",30.71573,-29.81161,2012,3,26,"Control","Poaceae","THEMEDA TRIANDRA",5,1.472396204,48.88000564,-13.354,9.696,0.0504,806.52,11.684764,7.334444,6129.552,74.15096,5303.48,1202.448,207.76444,3.265184,34.7048,50.49304,0.2989012,0.0050102,1923.809524,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",2,394.025,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","3","Control",0.001923809524,519.801980146554,7.6535446239947,1.472396204,7.8805,5.42646501379421,0.540244744102214,"no",6.25344793163945,2.03516889006698,0.38689114441563,2.06439135363346
"2442","summ.za",30.71573,-29.81161,2012,3,27,"N","Poaceae","THEMEDA TRIANDRA",5,1.820276417,47.77967806,-13.444,10.545,0.0518,810.5877,12.021448,2.3400255,6273.514,100.14688,6837.318,1596.5687,169.11731,6.963935,30.390469,55.83093,0.4261976,0.02422446,2035.714286,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",45,368.875,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","3","N",0.002035714286,491.228070106494,8.94170871383274,1.820276417,165.99375,5.51818649929654,0.588519210156076,"no",6.19690852118244,2.19072670222336,0.598988367029016,5.11195013704533
"2443","summ.za",30.71573,-29.81161,2012,3,28,"K","Poaceae","THEMEDA TRIANDRA",5,1.567834728,47.97551884,-13.533,8.204,0.0403,858.842,15.406378,6.194218,5599.266,102.58124,7208.995,681.0761,355.5318,6.822756,47.76409,48.67571,0.3425772,0.07571244,2035.73201,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",20,420.8,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","3","K",0.00203573201,491.223793253612,7.70157722282905,1.567834728,84.16,5.60890531563651,0.636265955598163,"no",6.19689981469403,2.04142514201763,0.449695513311699,4.4327197489894
"2444","summ.za",30.71573,-29.81161,2012,3,29,"PK","Poaceae","THEMEDA TRIANDRA",5,1.616211564,48.53824527,-13.34,10.683,0.0548,1691.619,13.569357,1.8352974,5943.723,126.37389,7659.612,779.067,345.6048,5.577246,66.69396,41.9871,0.3159954,0.05451042,1949.452555,0,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",18,496.725,927.4463416,19.4514881,803.3318762,0.6197,"0","1","1","3","PK",0.001949452555,512.964523006819,8.29059194005366,1.616211564,89.4105,5.41219873107251,0.532736174248687,"no",6.24020668684726,2.11512137070585,0.48008486984668,4.49323812494723
"2445","summ.za",30.71573,-29.81161,2012,1,3,"N","Poaceae","TRACHYPOGON SPICATUS",5,1.016204269,47.74876862,-13.3,52.518,0.4474,900.565,12.4937875,32.8161875,5305.025,102.185,8618.875,1629.7075,128.161,7.4752625,31.682125,48.37075,0.25570125,0.069500125,1173.848905,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",36,592.325,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","1","N",0.001173848905,851.898396582821,8.65702787361717,1.016204269,213.237,5.37144015404885,0.511284291604658,"no",6.74746726688107,2.15837146200634,0.0160743811133664,5.36240422320056
"2446","summ.za",30.71573,-29.81161,2012,1,6,"P","Poaceae","TRACHYPOGON SPICATUS",5,1.310988063,48.24018944,-13.506,54.678,0.4569,529.9164,9.935028,32.137488,2194.92,76.0986,8610.84,1649.3256,116.57196,3.64212,27.30384,17.899452,0.2457828,0.0902088,1196.717006,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",20,266.025,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","1","P",0.001196717006,835.619444685989,10.9548711719402,1.310988063,53.205,5.58138214728118,0.621780077516411,"no",6.72817329973956,2.39378421322842,0.270781099476952,3.97415237689369
"2447","summ.za",30.71573,-29.81161,2012,1,8,"NP","Poaceae","TRACHYPOGON SPICATUS",5,1.239319317,50.77255706,-13.63,40.644,0.3081,889.9981,14.697915,44.22067,6039.0915,130.78352,7953.1205,1512.946,187.23976,5.564392,32.44203,49.70383,0.44195285,0.29218135,1319.182084,1,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",30,367.775,927.4463416,19.4514881,803.3318762,0.6197,"1","1","0","1","NP",0.001319182084,758.045467815798,9.39460391428421,1.239319317,110.3325,5.70779727688393,0.6883143562547,"no",6.63074336776926,2.24013547277332,0.214562290992149,4.70349853381034
"2448","summ.za",30.71573,-29.81161,2012,1,9,"Control","Poaceae","TRACHYPOGON SPICATUS",5,0.884367204,47.98496658,-13.649,37.872,0.3278,442.1357,14.142105,102.24538,1182.707,186.8821,10586.787,957.6808,85.57233,4.399766,16.716232,6.76518,0.3584106,0.1019575,1155.338621,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",27,347.975,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","1","Control",0.001155338621,865.547106124136,7.65461474173293,0.884367204,93.95325,5.72717014531338,0.698510602796517,"no",6.76336179962178,2.03530870017928,-0.122882913454407,4.5427973181297
"2449","summ.za",30.71573,-29.81161,2012,2,11,"PK","Poaceae","TRACHYPOGON SPICATUS",5,1.041811694,48.90613202,-13.416,38.527,0.332,2051.2854,11.175935,181.21155,8009.0125,91.10631,3686.59125,1386.5985,166.563005,5.340972,24.097957,61.03968,0.38418805,0.08045695,1160.451807,0,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",19,324.425,927.4463416,19.4514881,803.3318762,0.6197,"0","1","1","2","PK",0.001160451807,861.733330042546,8.97763860347886,1.041811694,61.64075,5.48964913276518,0.57349954356062,"no",6.75894586090183,2.19473688598292,0.0409612110691816,4.12132317780164
"2450","summ.za",30.71573,-29.81161,2012,2,13,"K","Poaceae","TRACHYPOGON SPICATUS",5,1.088374794,48.0233755,-13.484,33.057,0.2808,662.676,3.935239,117.91311,3325.385,102.95488,6585.943,1000.0165,238.27524,2.907611,20.21642,25.585056,0.403368,0.04720366,1177.24359,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",35,291.275,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","2","K",0.00117724359,849.44187294322,9.24511123479551,1.088374794,101.94625,5.55895697586253,0.609977355717121,"no",6.74457951374819,2.22409489665373,0.0846855688936259,4.62444571360733
"2451","summ.za",30.71573,-29.81161,2012,2,14,"NK","Poaceae","TRACHYPOGON SPICATUS",5,0.971512648,48.5313939,-13.567,42.913,0.4038,2798.48245,13.44281,199.919335,3694.34625,129.162595,6932.5105,869.90025,134.57369,8.2525265,32.95187,22.061738,0.4149315,0.44768925,1062.729074,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",23,659.425,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","2","NK",0.001062729074,940.973597566222,9.14167751469647,0.971512648,151.66775,5.64356626349686,0.654508559735191,"no",6.84691508134502,2.21284390415025,-0.0289009912066718,5.02169227311447
"2452","summ.za",30.71573,-29.81161,2012,2,18,"Control","Poaceae","TRACHYPOGON SPICATUS",5,1.050814274,47.38986556,-13.52,39.046,0.0388,756.8183,11.7456115,1.67168225,3909.675,85.894375,5850.2955,1665.99545,158.164125,3.075611,22.249605,32.438455,0.3483165,0.0061607,10063.40206,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",28,257.475,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","2","Control",0.01006340206,99.3699738952892,1.04419386976177,1.050814274,72.093,5.59565323169248,0.62929117457499,"no",4.59884999454111,0.0432451712260506,0.0495653626730356,4.27795695219898
"2453","summ.za",30.71573,-29.81161,2012,2,20,"P","Poaceae","TRACHYPOGON SPICATUS",5,1.123232471,48.42428317,-13.394,41.93,0.3356,1697.6052,10.325565,6.701328,3026.25,88.29387,6490.701,2200.2048,81.63612,3.989808,29.17305,25.379343,0.2815623,0.130734,1249.404052,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",20,533.475,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","2","P",0.001249404052,800.381588645592,8.99014589557294,1.123232471,106.695,5.46722805253566,0.56169897501877,"no",6.68508859975335,2.1961290770029,0.116210663237639,4.66997429685359
"2454","summ.za",30.71573,-29.81161,2012,3,22,"NPK","Poaceae","TRACHYPOGON SPICATUS",5,1.110501926,48.84978811,-13.475,58.551,0.5408,1316.75175,12.4885025,1.91760675,2227.80425,109.985775,11775.2925,1231.5085,94.060675,3.1679225,35.41625,16.4404675,0.28601675,0.11455325,1082.673817,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",9,408.225,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","3","NPK",0.001082673817,923.639220140113,10.2570313289473,1.110501926,36.74025,5.54978333037683,0.605149121250962,"no",6.8283215410007,2.32796345371735,0.104812098704736,3.6038728843365
"2455","summ.za",30.71573,-29.81161,2012,3,23,"NK","Poaceae","TRACHYPOGON SPICATUS",5,1.124261292,48.41552039,-13.451,65.622,0.4311,600.408,10.625769,3.004461,2522.682,93.57165,9018.225,1219.6998,98.09892,3.094038,23.9679,19.861884,0.2796255,0.01861749,1522.199026,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",34,449.575,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","3","NK",0.001522199026,656.944317345792,7.38577066991238,1.124261292,152.8555,5.52532109403588,0.592274260018883,"no",6.48759926199454,1.99955526665404,0.117126190647592,5.02949303067933
"2456","summ.za",30.71573,-29.81161,2012,3,25,"P","Poaceae","TRACHYPOGON SPICATUS",5,0.797354688,47.04047083,-13.69,53.694,0.491,1784.9328,10.887408,2.725968,2944.704,113.97792,6477.408,2022.72,65.33856,2.189712,22.20288,20.9328,0.3024672,0.01836912,1093.564155,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",40,359.775,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","3","P",0.001093564155,914.441091935754,7.29133891554812,0.797354688,143.91,5.76897729922641,0.720514368013899,"no",6.81831305015828,1.98668719384052,-0.226455670329676,4.96918810418208
"2457","summ.za",30.71573,-29.81161,2012,3,26,"Control","Poaceae","TRACHYPOGON SPICATUS",5,0.948850445,48.32741842,-13.472,40.548,0.3786,544.43745,11.1714795,4.3762815,2388.4686,122.12991,5156.811,1915.3179,115.12206,4.5647685,17.277975,20.424258,0.2696814,0.06920856,1070.998415,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",44,394.025,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","3","Control",0.001070998415,933.708197878145,8.85949439056826,0.948850445,173.371,5.54672548574394,0.603539729338917,"no",6.83916396744292,2.18148969646135,-0.0525040849934833,5.15543380699177
"2458","summ.za",30.71573,-29.81161,2012,3,27,"N","Poaceae","TRACHYPOGON SPICATUS",5,1.292718801,48.45710011,-13.412,42.279,0.3254,599.6925,11.548018,4.509203,2017.3898,86.33149,8058.898,1238.3953,88.60911,3.624808,35.56964,17.772705,0.1809981,0.02691953,1299.293178,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",26,368.875,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","3","N",0.001299293178,769.649234624089,9.9494003577382,1.292718801,95.9075,5.48557249834784,0.571353946498864,"no",6.64593487160888,2.29751228380051,0.256747598179723,4.56338418529649
"2459","summ.za",30.71573,-29.81161,2012,1,2,"K","Rubiaceae","PENTANISIA ANGUSTIFOLIA",5,1.641498191,46.63720545,-27.678,224.5,0.2392,755.3348,93.11676,5083.76,9169.424,333.476,12380.588,4641.1464,194.53544,6.835092,45.73052,70.33312,1.0197836,0.2826384,9385.451505,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","HERB","C3",20,383.925,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","1","K",0.009385451505,106.547884187272,1.74898159148285,1.641498191,76.785,20.2381515588457,0.700803166320608,"no",4.66859450088404,0.559033670814036,0.495609355918087,4.34100930857766
"2460","summ.za",30.71573,-29.81161,2012,2,14,"NK","Rubiaceae","PENTANISIA ANGUSTIFOLIA",5,1.826085294,46.20751963,-28.667,264.5,0.2382,811.9097,32.30079,4.426918,11339.934,63.746695,18551.0045,2860.399,329.4773,4.0410645,31.09933,96.463375,0.1797569,0.025161345,11104.11419,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","HERB","C3",10,659.425,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","2","NK",0.01110411419,90.0567107730725,1.64451235168719,1.826085294,65.9425,21.2769462172087,0.746767531734899,"no",4.50043959158901,0.49744389752615,0.602174491925233,4.18878315017937
"2461","summ.za",30.71573,-29.81161,2012,2,18,"Control","Rubiaceae","PENTANISIA ANGUSTIFOLIA",5,1.51926391,46.16531232,-28.183,269.4,0.2501,831.75255,35.96643,40.21407,14924.4525,76.249755,10314.378,3035.6775,256.47435,4.0190985,17.77545,160.39458,0.1971459,0.01666737,10771.69132,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","HERB","C3",25,257.475,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","2","Control",0.01077169132,92.8359317299858,1.41042280628591,1.51926391,64.36875,20.7683133758722,0.724261653799655,"no",4.5308337602176,0.343889522054391,0.418225947824884,4.16462826689197
"2462","summ.za",30.71573,-29.81161,2012,3,24,"NP","Rubiaceae","PENTANISIA ANGUSTIFOLIA",5,1.566818831,44.33072356,-29.319,305.6,0.2492,1076.99735,33.606573,50.40321,13684.671,75.44966,7208.058,5080.218,232.51085,7.0861505,21.0368015,98.035795,0.2300727,0.039897,12263.24238,1,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","HERB","C3",30,588.475,927.4463416,19.4514881,803.3318762,0.6197,"1","1","0","3","NP",0.01226324238,81.544502588556,1.27765462220278,1.566818831,176.5425,21.9629311792443,0.777120848639127,"no",4.40114891525038,0.245026070763969,0.449047341501675,5.17356164058845
"2463","summ.za",30.71573,-29.81161,2012,3,27,"N","Rubiaceae","PENTANISIA ANGUSTIFOLIA",4,1.715409539,46.78448184,-27.787,23.983,0.2539,745.2054,32.30159,66.28726,16656.019,95.96917,6895.372,4474.507,229.9237,5.084986,20.758625,154.88858,0.21127625,0.02919072,944.5844821,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","HERB","C3",10,368.875,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","3","N",0.0009445844821,1058.66655545389,18.1604670784587,1.715409539,36.8875,20.3525359154835,0.705864421039095,"no",6.96476542864906,2.89924709302183,0.539651850360868,3.60787274026906
"2464","unc.us",-79.020423,36.00828,2011,3,22,"Control","Asteraceae","SOLIDAGO PINETORUM",5,2.02234433,51.56072613,-29.25894586,NA,NA,1233.85473,35.7678657,39.18636,13532.18445,43.8526305,14733.55575,4238.3142,415.58166,7.74188415,77.908671,47.848608,0.30678795,0.00770837,10105.15657,0,0,0,"no",2008,"Duke Forest","North America","US","Atlantic Coast (North America)","old field","PERENNIAL","HERB","C3",13,194.543,1146.614634,14.59675866,885.3879416,0.8244,"0","0","0","3","Control",0.01010515657,98.9593771331343,2.00129935245526,2.02234433,25.29059,21.899708237676,0.774323373348494,"no",4.59470943393684,0.693796645839335,0.704257397890585,3.23043238978895
"2465","unc.us",-79.020423,36.00828,2011,1,2,"Control","Caprifoliaceae","LONICERA JAPONICA",5,1.736209909,45.55127842,-29.78649216,NA,NA,1221.67782,38.0578605,4.88078965,7194.78045,42.2030015,20935.2396,5119.9324,311.796595,5.38185065,41.2464305,50.607161,0.09611261,0.045619327,18060.27905,0,0,0,"no",2008,"Duke Forest","North America","US","Atlantic Coast (North America)","old field","PERENNIAL","VINE","C3",10,490.35,1146.614634,14.59675866,885.3879416,0.8244,"0","0","0","1","Control",0.01806027905,55.3701300645186,0.96134168480636,1.736209909,49.035,22.4553585205215,0.798909669049624,"no",4.01404027983913,-0.039425381897886,0.551704524251071,3.89253432884428
